Straßenname;Hinweis_zum_Straßennamen;Planquadrat_von;Planquadrat_bis;Lage_im_Straßennetz_von_Straße;Lage_im_Straßennetz_bis_Straße;Stadtteilname;Postleitzahl;Straßenschluessel-Nr.;ungerade_Haus-Nr._von;ungerade_Haus-Nr._bis;gerade_Haus-Nr._von;gerade_Haus-Nr._bis;Stadtteil-Nr.
Am Sandacker;;4174;4175;Eisenbahnbrücke;Hammer Dorfstraße;Hamm;40221;1127;;;;;34
Am Sankt Remigius;;4288;;Grenzweg;Grenzweg;Wittlaer;40489;647;;;;;54
Am Schabernack;;4874;4774;Wormser Weg;Speyerweg;Eller;40229;1128;;;;;82
Am Scharfenstein;;4373;4473;Aachener Straße;Fleher Straße;Flehe;40223;1130;;;;;38
Am Scheidt;;5380;5480;Dorfstraße;Dorfstraße;Hubbelrath;40629;728;;;;;74
Am Schein;;4680;4780;Münsterstraße;Roseggerstraße;Mörsenbroich;40470;1131;;;;;64
Am Scheitenweg;;4671;;Ickerswarder Straße;nach Süden;Himmelgeist;40589;3492;;;;;92
Am Schmidtberg;;5479;5580;Bergische Landstraße;nach Süden;Hubbelrath;40629;729;;;;;74
Am Schmiedekotten;;5075;;Kamper Weg;Kronacher Weg;Vennhausen;40627;3448;;;;;83
Am Schneisbroich;;4571;;Dinslakener Straße;Meidericher Straße;Unterrath;40468;1132;;;;;62
Am Schnepfenhof;;4679;;Heinrichstraße;Maurenbrecherstr.;Düsseltal;40239;1133;;;;;23
Am Schönenkamp;;5171;5073;Deutzer Straße;Stadtgrenze;Benrath;40599;1134;;;282;998;95
Am Schönenkamp;;5171;5073;Deutzer Straße;Stadtgrenze;Hassels;40599;1134;1;51;2;72;98
Am Schönenkamp;;5171;5073;Deutzer Straße;Stadtgrenze;Hassels;40599;1134;53;143;74;260;98
Am Schönenkamp;;5171;5073;Deutzer Straße;Stadtgrenze;Hassels;40599;1134;145;245;;;98
Am Schönenkamp;;5171;5073;Deutzer Straße;Stadtgrenze;Hassels;40599;1134;247;999;262;280;98
Am Schorn;;4683;4583;Kieshecker Weg;nach Norden;Lichtenbroich;40472;3247;;;;;61
Am Schürberg;;5081;4982;Bauenhäuser Weg;Grütersaaper Weg;Rath;40472;1135;;;;;63
Am Schüttenhof;;4782;;Theodorstraße;nach Norden;Rath;40472;3290;;;;;63
Am Schulberg;;4978;4878;Pöhlenweg;Ludenberger Straße;Gerresheim;40625;1136;1;999;;;71
Am Schulberg;;4978;4878;Pöhlenweg;Ludenberger Straße;Ludenberg;40625;1136;;;2;998;73
Am Schultersbusch;;5181;;Am Mergelsberg;Am Wagenrast;Knittkuhl;40629;715;;;;;75
Am Schurfwinkel;;4875;;Tulpenweg;Krokusweg;Lierenfeld;40231;1137;;;;;81
Am Schwalbenberg;;5274;;Flachskampstraße;Am Rosenbusch und darüber hinaus;Unterbach;40627;772;;;;;84
Am Schwarzbach;;4387;4386;Einbrunger Straße;Am Mühlenacker;Wittlaer;40489;693;;;;;54
Am Seeblick;;5274;;Gerresh. Landstr.;Bergstraße;Unterbach;40627;790;;;;;84
Am Seestern;;4179;4279;Am Strauchbusch;Lütticher Straße;Lörick;40547;1138;;;;;43
Amselstraße;;5075;5074;Freiheitstraße;Am Ellerforst;Vennhausen;40627;1139;;;;;83
Am Silberberg;;5275;;Flachskampstraße;Flachskampstraße;Unterbach;40627;773;;;;;84
Am Spaltwerk;;4773;;Kölner Landstraße;Nixenstraße;Wersten;40591;1140;;;;;91
Am Spangen;;4875;;Krokusweg;Tulpenweg;Lierenfeld;40231;1141;;;;;81
Am Spielberg;;4284;;Niederrheinstraße;nach Osten;Lohausen;40474;1142;1;999;;;52
Am Spielberg;;4284;;Niederrheinstraße;nach Osten;Kaiserswerth;40489;1142;;;2;998;53
Am Spindelbusch;;5274;;Am Pfaffenbusch;nach Süden;Unterbach;40627;804;;;;;84
Am Staad;;4180;4182;Rotterdamer Straße;Stockumer Höfe;Stockum;40474;3187;;;;;51
Am Staatsforst;;5172;;Am Schönenkamp;Neuenkampstraße;Hassels;40599;1143;;;;;98
Am Steinberg;;4474;4574;Merowingerstraße;Himmelgeister Straße;Bilk;40225;1144;;;;;36
Am Steinebrück;;4770;4670;Itterstraße;Steinkaul;Himmelgeist;40589;1145;85;999;78;998;92
Am Steinebrück;;4770;4670;Itterstraße;Steinkaul;Itter;40589;1145;1;83;2;76;97
Amsterdamer Straße;;4381;;Stockumer Kirchstraße;Enzianstraße;Stockum;40474;1146;;;;;51
Am Stock;;4683;4583;Lichtenbroicher Weg;In der Nießdonk;Lichtenbroich;40472;1147;;;;;61
Am Strasserfeld;;5374;;Gerresheimer Landstraße;Vennstraße;Unterbach;40627;803;;;;;84
Am Strauchbusch;;4278;4279;Niederkasseler Lohweg;Brüsseler Straße;Lörick;40547;1148;;;;;43
Am Straußenkreuz;;4873;;Eisenbahn;Am Dammsteg;Eller;40229;1149;;;;;82
Am Stufstock;;4875;;Gatherweg;Karl-Geusen-Straße;Lierenfeld;40231;1150;;;;;81
Am Südfriedhof;;4374;;Südring;nach Süden, dann Westen;Bilk;40221;1151;;;;;36
Am Tannenwäldchen;;4480;;Am Adershof;Hugo-Viehoff-Str. und Johannstraße;Derendorf;40476;1152;;;;;15
Am Tiefenberg;;5180;;Bergische Landstr.;Am Bongard;Ludenberg;40629;3228;;;;;73
Am Töllershof;;4287;;Bockumer Straße;nach Südwesten;Wittlaer;40489;648;;;;;54
Am Trippelsberg;;4970;4770;Bonner Straße;Huvestraße;Holthausen;40589;1153;1;999;2;180;93
Am Trippelsberg;;4970;4770;Bonner Straße;Huvestraße;Itter;40589;1153;;;182;998;97
Am Turnisch;;4875;4874;Reisholzer Straße;Am Hackenbruch;Lierenfeld;40231;1154;;;;;81
Am Venn;;5078;;Schwarzbachstraße;Laubachstraße;Gerresheim;40625;1155;;;;;71
Am Vogelsang;;4282;4382;Niederrheinstraße;Lilienthalstraße;Stockum;40474;1156;;;;;51
Am Wackerzapf;;5080;4980;Kastanienallee;Am Backesberg;Rath;40629;1157;;;2;998;63
Am Wackerzapf;;5080;4980;Kastanienallee;Am Backesberg;Ludenberg;40629;1157;1;999;;;73
Am Wagenrast;;5181;;Am Neuenhof;Am Birkenkamp;Knittkuhl;40629;716;;;;;75
Am Walbert;;4582;4583;Beedstraße;Im Huferfeld;Unterrath;40468;1158;;;;;62
Am Wald;;5270;5171;Paulsmühlenstraße;Forststr. kreuz. über d. hinaus;Benrath;40597;1159;1;111;2;126;95
Am Wald;;5270;5171;Paulsmühlenstraße;Forststr. kreuz. über d. hinaus;Hassels;40597;1159;113;999;128;998;98
Am Wallgraben;;5078;;Kölner Tor;Neusser Tor;Gerresheim;40625;1160;;;;;71
Am Wasserturm;;5069;;Im Diepental;Benrather Schlossufer;Benrath;40597;1161;;;;;95
Am Wehrhahn;;4677;4577;Tonhallenstraße;Birkenstraße;Stadtmitte;40211;1162;1;999;;;13
Am Wehrhahn;;4677;4577;Tonhallenstraße;Birkenstraße;Pempelfort;40211;1162;;;2;998;14
Am Weißen Stein;;4489;4389;Duisburger Landstraße;Heltorfer Schlossallee;Wittlaer;40489;871;1;21;2;22;54
Am Weißen Stein;;4489;4389;Duisburger Landstraße;Heltorfer Schlossallee;Angermund;40489;871;23;999;24;998;55
Am Weyersberg;;5374;;Am Strasserfeld;Kirschblütenweg;Unterbach;40627;801;;;;;84
Am Wiedenhof;;4286;4285;Kreuzbergstraße;Walburgisstraße;Kaiserswerth;40489;1163;;;;;53
Am Wildpark;;5079;4979;Bergische Landstr.;Bergische Landstr.;Ludenberg;40629;3757;;;;;73
Am Zaulsbusch;;5274;;Gerresheimer Landstraße;nach Norden;Unterbach;40627;774;;;;;84
Am Zollhaus;;5077;;An der Leimkuhle;Klotzbahn;Gerresheim;40625;1164;;;;;71
Am Zunder;;4771;4871;Bahlenstraße;Bahlenstraße;Holthausen;40589;1165;;;;;93
An den Birken;;4382;4381;Sandweg;Eichenbruch;Stockum;40468;1166;;;;;51
An den Buchen;;6180;;Sauerweg;nach Nordosten;Hubbelrath;40629;881;;;;;74
An den 13 Morgen;;4274;4374;Südring;Kohlweg;Hamm;40221;1167;;;;;34
An den Garather Hütten;;5368;;Am Kapeller Feld;Stadtgrenze;Garath;40595;1168;;;;;101
An den Kämpen;;4588;;Angermunder Straße;Eisenbahn;Angermund;40489;578;;;;;55
An den Linden;;4588;;Angermunder Straße;nach Osten;Angermund;40489;614;;;;;55
An den Vier Winden;;4183;;Am Feldwinkel;Karl-Houben-Straße;Lohausen;40474;1169;;;;;52
An der Alten Mühle;;4385;;Edmund-Bertrams-Straße;nach Westen und Norden;Kalkum;40489;649;;;;;56
An der Anger;;4688;4685;Zur Lindung;Kalkumer Schlossallee;Angermund;40489;650;1;3;2;10;55
An der Anger;;4688;4685;Zur Lindung;Kalkumer Schlossallee;Kalkum;40489;650;5;999;12;998;56
An der Apfelweide;;4379;4279;Kaiser-Friedrich-Ring;Niederkasseler Straße;Niederkassel;40547;3154;;;;;44
An der Bausenheide;;4283;;Nagelsweg;Am Feldwinkel;Lohausen;40474;1170;;;;;52
An der Dankeskirche;;5170;;Weststraße;Calvinstraße;Benrath;40597;1171;;;;;95
An der Eselsfurt;;5073;;In der Elb;n.Nordwesten, d.n. Südwesten;Eller;40229;3874;;;;;82
An der Garather Motte;;5367;5368;Kapeller Hofweg;Am Kapeller Feld;Garath;40595;3604;;;;;101
An der Golzheimer Heide;;4481;4482;Thewissenweg;Breisacher Straße;Unterrath;40468;1172;;;;;62
An der Icklack;;4777;4677;Behrenstraße;Albertstraße;Flingern Süd;40233;1173;;;;;21
An der Jagengrenze;;4770;;Am Steinebrück;nach Nordosten;Itter;40589;3164;;;;;97
An der Kaiserburg;;5079;;Am Wildpark;Ratinger Weg;Ludenberg;40629;3758;;;;;73
An der Kalvey;;4287;;Duisburger Landstraße;nach Westen, dann Norden;Wittlaer;40489;851;;;;;54
An der Lank;;4684;4583;Lichtenbroicher Weg;Wanheimer Straße;Lichtenbroich;40472;3634;;;;;61
An der Leimkuhle;;5077;;Unter den Eichen;Am Zollhaus;Gerresheim;40625;1174;;;;;71
An der Linde;;5380;5480;Dorfstraße;nach Norden;Hubbelrath;40629;730;;;;;74
An der Piwipp;;4581;4481;Lemgoer Weg;Kalkumer Straße;Derendorf;40468;1176;;;2;998;15
An der Piwipp;;4581;4481;Lemgoer Weg;Kalkumer Straße;Unterrath;40468;1176;1;999;;;62
An der Reith;;4386;4586;Gerichtsschreiberweg;Kalkumer Schlossallee;Wittlaer;40489;868;1;49;;;54
An der Reith;;4386;4586;Gerichtsschreiberweg;Kalkumer Schlossallee;Angermund;40489;868;51;119;;;55
An der Reith;;4386;4586;Gerichtsschreiberweg;Kalkumer Schlossallee;Kalkum;40489;868;121;999;2;998;56
An der Schanz;;4288;;Postenweg;nach Südwesten;Wittlaer;40489;651;;;;;54
An der Schützenwiese;;4876;4875;Erkrather Straße;Königsberger Straße;Lierenfeld;40231;1177;;;;;81
An der Thomaskirche;;4679;4779;Heinrichstraße;Eugen-Richter-Straße;Mörsenbroich;40470;1178;;;;;64
An der Ulanenkaserne;;4480;;Rossstraße;Hermann-Reuter-Straße;Derendorf;40476;3488;;;;;15
An der Vehlingshecke;;4473;4373;Aachener Platz;Nievenheimer Str. kreuz. über d. hinaus;Bilk;40221;1179;;;;;36
An der Wilkesfurth;;5972;;Further Straße;Alfelder Straße;Hassels;40599;1180;;;;;98
An der Ziegelei;;5168;;Woermannstraße;nach Süden;Urdenbach;40593;3616;;;;;96
Andreasstraße;;4477;;Mertensgasse;Hunsrückenstraße;Altstadt;40213;1181;;;;;11
Andresen-Straße;siehe Theodor-A.-Str.;;;;;;;;;;;;
An Dreilinden;;5180;5280;Rotthäuser Weg;Sauerweg;Hubbelrath;40629;1182;;;;;74
Anemonenweg;;4875;;Wilhelm-Heinrich-Weg;Am Spangen;Lierenfeld;40231;1183;;;;;81
Anger;siehe An der A.;;;;;;;;;;;;
Angeraue;;4589;;Alte Gasse;Kalkweg;Angermund;40489;823;;;;;55
Angerbach;siehe Am A.;;;;;;;;;;;;
Angerbenden;;4589;;Am Angerfeld;Koppelskamp;Angermund;40489;615;;;;;55
Angerfeld;siehe Am A.;;;;;;;;;;;;
Angermunder Straße;;4689;4488;Rahmer Straße;Gerichtsschreiberweg;Angermund;40489;607;;;;;55
Angerstraße;;5068;;Am Alten Rhein;Haus-Endt-Straße;Urdenbach;40593;1185;;;;;96
Anhalter Straße;;4874;;Gertrudisplatz;Bernburger Str. kreuz. über d. hinaus;Eller;40229;1186;;;;;82
Anna-Maria-Luisa-Medici-Platz;;4476;;Orangeriestraße;Bäckergasse;Carlstadt;40213;3711;;;;;12
Annastraße;;4578;4579;Moltkestraße;Jülicher Straße;Pempelfort;40477;1187;;;;;14
Anna-von-Krane-Straße;;4282;;Lohauser Dorfstr.;Schnaasestraße;Lohausen;40474;1188;;;;;52
Annostraße;;4285;4284;Niederrheinstraße;Kittelbachstraße;Kaiserswerth;40489;1189;;;;;53
Annweilerstraße;;4874;;Ellerbittweg;Klein-Eller;Eller;40229;3552;;;;;82
Anrather Weg;;4179;4079;Löricker Straße;Büdericher Straße;Lörick;40547;1190;;;;;43
An Sankt Lambertus;;4385;;Edmund-Bertrams-Straße;nach Westen;Kalkum;40489;652;;;;;56
An Sankt Swidbert;;4185;4285;Kaiserswerther Markt;Niederrheinstraße;Kaiserswerth;40489;1191;;;;;53
Ansbacher Straße;;5070;;Marbacher Straße;Wimpfener Straße;Benrath;40597;1192;;;;;95
Anton-Betz-Straße;;4575;;Vlattenstraße;Feuerbachstraße;Bilk;40223;3836;;;;;36
Anton-Fahne-Weg;;4879;;Rolander Weg;nach Süden;Ludenberg;40629;1193;;;;;73
Antoniusstraße;;4575;;Fürstenplatz;Kirchfeldstraße;Friedrichstadt;40215;1194;;;;;31
Anton-Straße;siehe Karl-A.-Str.;;;;;;;;;;;;
Apfelweide;siehe An der A.;;;;;;;;;;;;
Aplerbecker Straße;;4682;4681;Herdecker Straße;Hasper Straße;Rath;40472;1195;;;;;63
Apollinarisstraße;;4575;4576;Linienstraße;Sonnenstraße;Oberbilk;40227;1196;;;;;37
Apollo-Platz;;4476;4376;Haroldstraße;Rheinwerft;Carlstadt;40213;3810;;;;;12
Apostelplatz;;5078;;Benderstraße;Metzkauserstraße;Gerresheim;40625;3882;;;;;71
Aprather Straße;;5079;;Bergische Landstr.;Hahnenfurther Str.;Ludenberg;40629;1197;;;;;73
ARAG-Platz;;4679;;Münsterstraße;Brehmstraße;Düsseltal;40472;3805;;;;;23
Arcadiastraße;;4780;4781;Dülmener Weg;im Bogen auf sich selbst zurückf.;Rath;40472;3833;;;;;63
Ardennenstraße;;3977;3877;Stadtgrenze;Burgunderstraße;Heerdt;40549;3233;;;;;42
Arena-Straße;;4181;4281;Am Staad;nach Nordosten;Stockum;40474;3872;;;;;51
Arenz Stück;siehe Nach A. St.;;;;;;;;;;;;
Arminstraße;;4575;4576;Industriestraße;Hüttenstraße;Oberbilk;40227;1198;;;;;37
Arndtstraße;;4578;;Bagelstraße;Schinkelstraße;Pempelfort;40479;1199;;;;;14
Arnheimer Straße;;4287;4285;Klemensplatz;Duisburger Landstraße;Kaiserswerth;40489;1200;1;51;2;62;53
Arnheimer Straße;;4287;4285;Klemensplatz;Duisburger Landstraße;Kaiserswerth;40489;1200;53;155;64;998;53
Arnheimer Straße;;4287;4285;Klemensplatz;Duisburger Landstraße;Wittlaer;40489;1200;157;999;;;54
Arnold-Platz;siehe Karl-A.-Pl.;;;;;;;;;;;;
Arnold-Schönberg-Straße;;5186;;Corellistraße;nach Südwesten;Urdenbach;40593;3261;;;;;96
Arnoldstraße;;4478;;Kaiserstraße;Schäferstraße;Pempelfort;40479;1201;;;;;14
Arnstadter Weg;;5076;;Naumburger Straße;Gothaer Weg;Vennhausen;40627;1202;;;;;83
Arnulfstraße;;4278;4377;Barbarossaplatz;Wettinerstraße;Oberkassel;40545;1203;;;;;41
Arthur-Kampf-Straße;;4488;;Angermunder Straße;nach Nordwesten;Angermund;40489;579;;;;;55
Artusstraße;;4780;;Rather Broich;Wilhelm-Raabe-Straße;Rath;40470;1204;;;;;63
Aschaffenburger Straße;;5071;;Buchenstraße;Buchenstraße;Reisholz;40599;1205;;;;;94
Aschenbrödelweg;;4877;;Flinger Richtweg;Rapunzelweg;Flingern Nord;40235;1206;;;;;22
Askanierstraße;;4378;5378;Kaiser-Friedrich-Ring;Leostr. kreuz. über d.  hinaus;Niederkassel;40547;1207;;;;;44
Asternweg;;4481;;Thewissenweg;Efeuweg;Unterrath;40468;1208;;;;;62
Aue;siehe In der A.;;;;;;;;;;;;
Auerhahnweg;;4381;4481;Deikerstraße;Bachstelzenweg;Unterrath;40468;1209;;;;;62
Auerweg;;4672;;Nernstweg;nach Norden;Wersten;40591;1211;;;;;91
Auf dem Draap;;4272;4274;Viehfahrtsweg;nach Westen und Südosten;Hamm;40221;3601;1;201;2;200;34
Auf dem Draap;;4272;4274;Viehfahrtsweg;nach Westen und Südosten;Volmerswerth;40221;3601;203;999;202;998;35
Auf dem Hohen Wall;;4285;;Kaiserswerther Markt;Fliednerstraße;Kaiserswerth;40489;1213;;;;;53
Auf dem Kampe;;4275;;Florensstraße;Heinsenstraße;Hamm;40221;1214;;;;;34
Auf dem Rheindamm;;4473;4472;Volmerswerther Deich;Fleher Straße;Volmerswerth;40221;1215;;;2;18;35
Auf dem Rheindamm;;4473;4472;Volmerswerther Deich;Fleher Straße;Flehe;40223;1215;1;999;20;998;38
Auf dem Scheinsfeld;;4680;;Haeselerstraße;Wrangelstraße;Mörsenbroich;40470;1216;;;;;64
Auf dem Ufer;;5068;;Am Alten Rhein;nach Süden;Urdenbach;40593;1217;;;;;96
Auf den Breiden;;5274;;Am Pfaffenbusch;nach Nordosten;Unterbach;40627;775;;;;;84
Auf den Gathen;;4275;;Hammer Dorfstraße;Florensstraße;Hamm;40221;1218;;;;;34
Auf den Geisten;;4482;;Kalkumer Straße;Wangeroogestraße;Unterrath;40468;1219;;;;;62
Auf den Kuhbenden;;4977;4877;Stapelbachweg;Wiebachweg;Gerresheim;40625;3664;;;;;71
Auf den Kuhlen;;4275;4175;Kuhstraße;Am Sandacker;Hamm;40221;1220;;;;;34
Auf den Steinen;;4174;;Fährstraße;Auf der Böck;Hamm;40221;1221;;;;;34
Auf der Bieth;;4385;;Edmund-Bertrams-Straße;nach Osten;Kalkum;40489;653;;;;;56
Auf der Böck;;4274;4174;Auf den Steinen;Aderkirchweg;Hamm;40221;1222;;;;;34
Auf der Gemarke;;4977;;Dreherstraße;Oberlinstraße;Gerresheim;40625;1223;;;;;71
Auf der Hardt;;4978;;Hardter Höhenweg;Benderstraße;Gerresheim;40625;1224;;;;;71
Auf der Hofreith;;4386;;Unterdorfstraße;Viehstraße;Kalkum;40489;3630;;;;;56
Auf der Krone;;4489;4588;Angermunder Straße;Heltorfer Schlossallee;Angermund;40489;580;;;;;55
Auf der Lausward;;4177;4276;Bremer Straße;Kraftwerk Lausward;Hafen;40221;1225;;;;;33
Auf der Reide;;4581;4582;Kürtenstraße;Meidericher Straße;Unterrath;40468;1226;;;;;62
Auf'm Großenfeld;;4974;;Gumbertstraße;Mühlenkamp;Eller;40229;1227;;;;;82
Auf'm Hennekamp;;4575;4474;Himmelgeister Straße;Kruppstraße;Bilk;40225;1228;1;29;2;20;36
Auf'm Hennekamp;;4575;4474;Himmelgeister Straße;Kruppstraße;Bilk;40225;1228;31;999;22;998;36
Auf'm Hitzberg;;5274;;Nettetalstraße;nach Südwesten;Unterbach;40627;791;;;;;84
Auf'm Rott;;4773;4672;Rheindorfer Weg;Otto-Hahn-Straße;Wersten;40591;1229;;;;;91
Auf'm Tetelberg;;4375;;Volmerswerther Straße;nach Westen;Bilk;40221;1212;;;;;36
Auf'm Wettsche;;4770;4771;Am Steinebrück;nach Norden;Itter;40589;3555;;;;;97
Auf'm Winkel;;4770;;Am Steinebrück;nach Süden;Itter;40589;1230;;;;;97
Aufricht-Straße;siehe Geschwister-A.-Str.;;;;;;;;;;;;
Augsburger Straße;;5070;;Marbacher Straße;Wimpfener Straße;Benrath;40597;1231;;;;;95
Augustastraße;;4578;;Moltkestraße;Tußmannstraße;Pempelfort;40477;1232;;;;;14
August-Clemens-Straße;;5268;;Leutweinstraße;Petersstraße;Urdenbach;40593;3637;;;;;96
August-Thyssen-Straße;;4577;;Hofgartenstraße;nach Osten und Süden;Stadtmitte;40211;1233;;;;;13
Ausleger;siehe Am A.;;;;;;;;;;;;
Bachmann-Straße;siehe Ingeborg-B.-Str.;;;;;;;;;;;;
Bachstelzenweg;;4481;;Auerhahnweg;Reiherweg;Unterrath;40468;1234;;;;;62
Bachstraße;;4375;4475;Martinstraße;Bilker Allee;Friedrichstadt;40217;1235;147;999;148;998;31
Bachstraße;;4375;4475;Martinstraße;Bilker Allee;Unterbilk;40217;1235;23;139;22;146;32
Bachstraße;;4375;4475;Martinstraße;Bilker Allee;Unterbilk;40217;1235;141;145;;;32
Bachstraße;;4375;4475;Martinstraße;Bilker Allee;Bilk;40223;1235;1;21;2;20;36
Backer-Straße;siehe Lambert-B.-Str.;;;;;;;;;;;;
Backesberg;siehe Am B.;;;;;;;;;;;;
Bad Harzburger Straße;;5466;5367;Dresdener Straße;Clausthal-Zellerfelder-Straße;Hellerhof;40595;3533;;;;;102
Bäckergasse;;4476;;Anna-Maria-Luisa-Medici-Platz;nach Norden;Carlstadt;40213;1236;;;;;12
Bäckerstraße;;4476;;Mannesmannufer;Orangeriestraße;Carlstadt;40213;1237;;;;;12
Baeck-Straße;siehe Leo-B.-Str.;;;;;;;;;;;;
Bärenkamp;siehe Am B.;;;;;;;;;;;;
Bagelstraße;;4578;4678;Prinz-Georg-Straße;Schinkelstraße;Pempelfort;40479;1238;;;;;14
Bahlenstraße;;4871;4772;Kölner Landstraße;Itterstraße;Wersten;40589;1239;1;81;2;104;91
Bahlenstraße;;4871;4772;Kölner Landstraße;Itterstraße;Holthausen;40589;1239;83;117;;;93
Bahlenstraße;;4871;4772;Kölner Landstraße;Itterstraße;Holthausen;40589;1239;119;999;106;998;93
Bahndamm;siehe Hinter dem B.;;;;;;;;;;;;
Bahnhof;siehe Am B.;;;;;;;;;;;;
Bahnhofstraße;;4588;;Angermunder Straße;Zur Lindung;Angermund;40489;581;1;3;2;4;55
Bahnhofstraße;;4588;;Angermunder Straße;Zur Lindung;Angermund;40489;581;5;999;4;998;55
Bahnstraße;;4576;;Königsallee;Graf-Adolf-Straße;Stadtmitte;40212;1240;1;19;2;22;13
Bahnstraße;;4576;;Königsallee;Graf-Adolf-Straße;Stadtmitte;40210;1240;21;999;24;998;13
Balckestraße;;5270;;Steinhauerstraße;Paulsmühlenstraße;Benrath;40597;1241;;;;;95
Baldurstraße;;4077;4177;Kribbenstraße;Brunhildenstraße;Heerdt;40549;1242;;;;;42
Baltenstraße;;5076;;nordwestl.Rigastr.,begin.,d.kreuz.;nach Südosten;Gerresheim;40625;1243;;;;;71
Baltrumstraße;;4482;;Langeoogstraße;Amrumstraße;Unterrath;40468;1244;;;;;62
Bamberger Straße;;5170;;Bayreuther Straße;Süllenstraße;Reisholz;40599;1245;;;2;20;94
Bamberger Straße;;5170;;Bayreuther Straße;Süllenstraße;Benrath;40599;1245;1;999;;;95
Bamberger Straße;;5170;;Bayreuther Straße;Süllenstraße;Hassels;40599;1245;;;22;998;98
Band;siehe Am B.;;;;;;;;;;;;
Bankstraße;;4579;4479;Kaiserswerther Str;Rossstraße;Golzheim;40476;1246;;;;;16
Barbarastraße;;4579;;Jülicher Straße;Münsterstraße;Derendorf;40476;1247;;;;;15
Barbarossaplatz;;4378;4377;Luegallee;Schorlemerstraße;Oberkassel;40545;1248;;;;;41
Barbarossawall;;4185;4285;Friedrich-von-Spee-Straße;An Sankt Swidbert;Kaiserswerth;40489;1249;;;;;53
Bardelebenstraße;;4278;4378;Schorlemerstraße;Quirinstraße;Oberkassel;40545;1250;;;;;41
Barmer Straße;;4277;;Düsseldorfer Str.;Belsenstraße;Oberkassel;40545;1251;;;;;41
Barntruper Weg;;4581;;Lemgoer Weg;Detm.Weg kreuz. über d. hinaus;Unterrath;40468;1252;;;;;62
Barth-Straße;siehe Emil-B.-Str.;;;;;;;;;;;;
Baseler Weg;;4976;;Siedlerweg;Schaffhausener Weg;Gerresheim;40625;3799;;;;;71
Bastionstraße;;4476;;Poststraße;Königsallee;Carlstadt;40213;1253;1;35;2;18;12
Bastionstraße;;4476;;Poststraße;Königsallee;Stadtmitte;40213;1253;37;999;20;998;13
Batterieweg;;4274;4174;Hammer Deich;Aderweg;Hamm;40221;1254;;;;;34
Bauenhäuser Weg;;4982;4980;Fahneburgstraße;Am Bauenhaus;Rath;40472;1255;;;;;63
Baumberger Weg;;5068;5166;Drängenburger Straße;Stadtgrenze;Urdenbach;40593;1256;;;;;96
Baumschulenweg;;4588;;Unter den Erlen;nach Norden;Angermund;40489;582;;;;;55
Baumstraße;;4580;;Hugo-Viehoff-Straße;Heinrich-Ehrhardt-Straße;Derendorf;40468;1257;;;;;15
Baurichter-Straße;siehe Kurt-B.-Str.;;;;;;;;;;;;
Bausenheide;siehe An der B.;;;;;;;;;;;;
Bayerstraße;;4078;4079;Am Mühlenberg;Stadtgrenze;Heerdt;40549;1258;;;;;42
Bayreuther Straße;;5171;5070;Forststraße;Güterbahnhof Reisholz;Reisholz;40599;1259;53;999;40;998;94
Bayreuther Straße;;5171;5070;Forststraße;Güterbahnhof Reisholz;Benrath;40597;1259;1;51a;2;38;95
Bebelstraße;;5075;;Erlenkamp;Lassallestraße;Vennhausen;40627;1260;;;;;83
Bebraer Weg;;5076;;Gothaer Weg;nach Süden;Gerresheim;40627;1261;;;;;71
Becherstraße;;4579;;Eulerstraße;Yorckstraße;Derendorf;40476;1262;;;;;15
Beche-Straße;siehe Otto-B.-Str.;;;;;;;;;;;;
Beckbuschstraße;;4281;4381;Freiligrathplatz;Rotterdamer Straße;Stockum;40474;1263;;;;;51
Becker-Allee;siehe Willi-B.-A.;;;;;;;;;;;;
Beckers-Straße;siehe Hans-B.-Str.;;;;;;;;;;;;
Beckmann-Straße;siehe Curt-B.-Str.;;;;;;;;;;;;
Beck-Straße;siehe Ludwig-B.-Str.;;;;;;;;;;;;
Bedburger Straße;;4374;;Volmerswerther Straße;Südring;Bilk;40221;1264;;;;;36
Beedstraße;;4582;;Hamborner Straße;Kartäuserstraße;Unterrath;40468;1265;;;;;62
Beethovenstraße;;4677;;Grafenberger Allee;Lindenstraße;Flingern Nord;40233;1267;;;;;22
Beginengässchen;;5078;;Gerricusplatz;Alter Markt;Gerresheim;40625;3858;;;;;71
Begonienstraße;;4381;4281;Weißdornstraße;Kaiserswerther Straße;Stockum;40474;1268;;;;;51
Behrens-Straße;siehe Peter-B.-Str.;;;;;;;;;;;;
Behrenstraße;;4677;4777;An der Icklack;Vennhauser Straße;Flingern Süd;40233;1269;;;;;21
Behringweg;;4772;;Kohlrauschweg;nach Südwesten;Wersten;40591;1270;;;;;91
Beim Dorf;;4378;4278;Niederkasseler Straße;Lewitstraße;Niederkassel;40547;3632;;;;;44
Bellscheidtstraße;;5078;;Hasselbeckstraße;Laubachstraße;Gerresheim;40625;1271;;;;;71
Belsenplatz;;4277;4278;Luegallee;Belsenstraße;Oberkassel;40545;1272;;;;;41
Belsenstraße;;4277;;Belsenplatz;Düsseldorfer Straße;Oberkassel;40545;1273;;;;;41
Bendemannstraße;;4577;4576;Karlstraße;Charlottenstraße;Stadtmitte;40210;1274;;;;;13
Benden;siehe In den B.;;;;;;;;;;;;
Benderstraße;;4978;5078;Neusser Tor;Bergische Landstraße;Gerresheim;40625;1275;;;;;71
